region,period,amount,count,ticket,share_korean,share_chinese,share_japanese,share_western,share_bakery,share_supermarket,share_convenience,concentration,amount_growth,count_growth,ticket_growth,share_change_korean,share_change_chinese,share_change_japanese,share_change_western,share_change_bakery,share_change_supermarket,share_change_convenience,year,q,quarter,future_growth,target
경기도 화성시 동탄구,8104,30634210000.0,1832315.0,16718.855655277614,0.3741816746702461,0.043245443574356904,0.049813264321162516,0.193583905052554,0.043146208111780916,0.08833882120674892,0.20769068306315064,0.2346389460845602,,,,,,,,,,,2026,1,20261,0.07221762859234815,0.0
경기도 화성시 동탄구,8105,32846540000.0,2094875.0,15679.474909004117,0.3779061660680242,0.03957859792842716,0.05463193383534461,0.19671752336775805,0.041748080619754775,0.07679317212710988,0.2126245260535813,0.2389112505610346,0.07221762859234815,0.14329413883529862,-0.06216817512539485,0.0037244913977780847,-0.003666845645929742,0.00481866951418209,0.003133618315204062,-0.001398127492026141,-0.011545649079639037,0.004933842990430648,2026,2,20262,,
경기도 화성시 만세구,8104,51665660000.0,2711201.0,19056.373909569964,0.32241550770860183,0.03313845211693802,0.020322008854624134,0.08033014578735663,0.01559914264135985,0.29548427330648636,0.2327104695846332,0.2536242846627158,,,,,,,,,,,2026,1,20261,0.08010523817947934,0.0
경기도 화성시 만세구,8105,55804350000.0,3128048.0,17839.991585806867,0.33211281916194707,0.03240643426542913,0.021340271860527,0.08118076816592255,0.014698854121587295,0.27028609776836393,0.24797475465622304,0.2531569358627375,0.08010523817947934,0.1537499432908147,-0.06383073346142931,0.009697311453345236,-0.0007320178515088926,0.0010182630059028669,0.0008506223785659239,-0.0009002885197725557,-0.025198175538122425,0.015264285071589834,2026,2,20262,,
경기도 화성시 병점구,8104,17809060000.0,989328.0,18001.16846991089,0.3725957462100751,0.03130934479416656,0.00934355884027568,0.11082224440818325,0.02451505020478341,0.2674700405299325,0.18394401501258348,0.25815334803932777,,,,,,,,,,,2026,1,20261,0.05173714951827879,0.0
경기도 화성시 병점구,8105,18730450000.0,1099818.0,17030.499591750635,0.38282102138496404,0.02850492113109936,0.012558160642162895,0.11277945804825831,0.025537026606408282,0.2459497769674514,0.1918496352196557,0.258191093551441,0.05173714951827879,0.11168186890495369,-0.053922548404717996,0.01022527517488897,-0.002804423663067202,0.003214601801887214,0.0019572136400750617,0.001021976401624873,-0.0215202635624811,0.007905620207072223,2026,2,20262,,
경기도 화성시 효행구,8104,18029970000.0,1006432.0,17914.742377030936,0.3576251097478254,0.03563455735089964,0.016018329481413445,0.09310442557586064,0.02360403261902266,0.2580281608898961,0.21598538433508208,0.25187593015539994,,,,,,,,,,,2026,1,20261,0.06136061235820134,0.0
경기도 화성시 효행구,8105,19136300000.0,1169680.0,16360.286574105738,0.36685043608221024,0.0334333178305106,0.01590537355706171,0.10025239988921579,0.02237527630733214,0.22915140335383538,0.23203179297983414,0.2528503253886989,0.06136061235820134,0.1622046993736288,-0.08676964313582403,0.009225326334384831,-0.002201239520389038,-0.00011295592435173543,0.007147974313355149,-0.0012287563116905216,-0.028876757536060726,0.01604640864475207,2026,2,20262,,
경상남도 거제시,8104,30927720000.0,1557798.0,19853.485496835918,0.4694471496767301,0.026326544601412583,0.025950506535884314,0.0930123526726186,0.02227257618731675,0.16290208266241418,0.20008878766362345,0.29746711896389144,,,,,,,,,,,2026,1,20261,0.14072424349418577,0.0
경상남도 거제시,8105,35280000000.0,1859225.0,18975.648455673734,0.4684260204081633,0.02410544217687075,0.027151927437641724,0.0941031746031746,0.022337018140589568,0.1564438775510204,0.2074325396825397,0.29759853129370606,0.14072424349418577,0.19349556232579568,-0.04421576459720822,-0.001021129268566845,-0.002221102424541835,0.00120142090175741,0.001090821930555999,6.444195327281674e-05,-0.006458205111393778,0.007343752018916239,2026,2,20262,,
경상남도 거창군,8104,5177140000.0,251548.0,20581.121694467856,0.4586335312547082,0.036923861437009625,0.0192963682651039,0.09205275499600166,0.02643930818946368,0.23975785858601467,0.12689631727169828,0.29483969017356765,,,,,,,,,,,2026,1,20261,0.30046125853270333,1.0
경상남도 거창군,8105,6732670000.0,332821.0,20229.10212997377,0.4837412200508862,0.030412897112141245,0.014964345497402961,0.08053120084602394,0.027302689720422952,0.23698176206467864,0.12606588470844404,0.31443811793751425,0.30046125853270333,0.32309141794011476,-0.017104002868255197,0.02510768879617803,-0.00651096432486838,-0.004332022767700937,-0.011521554149977714,0.000863381530959273,-0.0027760965213360356,-0.0008304325632542409,2026,2,20262,,
경상남도 고성군,8104,4973120000.0,222104.0,22390.951986456796,0.400336207451258,0.035346020204620035,0.034234042210925936,0.09182967634000386,0.018537658451837077,0.2341326973811209,0.18558369796023422,0.2607261529560033,,,,,,,,,,,2026,1,20261,0.3813441059133904,1.0
경상남도 고성군,8105,6869590000.0,299559.0,22932.34387883522,0.41906139958862176,0.031020774165561555,0.04731432297997406,0.09074631819366222,0.018044745028451478,0.20849570352815816,0.1853167365155708,0.2651866485253889,0.3813441059133904,0.34873302596981604,0.024179047532498332,0.01872519213736379,-0.00432524603905848,0.013080280769048123,-0.0010833581463416397,-0.0004929134233855985,-0.025636993852962753,-0.0002669614446634272,2026,2,20262,,
경상남도 김해시,8104,71229690000.0,3902272.0,18253.389307562364,0.43913317606745167,0.02933186989863356,0.023999542887242667,0.10930708809767388,0.0346814649902309,0.17670159732549728,0.18684526073327007,0.2735597324517616,,,,,,,,,,,2026,1,20261,0.1532550541775488,0.0
경상남도 김해시,8105,82146000000.0,4753339.0,17281.746578562987,0.4457698488057848,0.02884559199474107,0.02266695882940131,0.11036958585932365,0.03123085725415723,0.16629172449054122,0.1948254327660507,0.2788233161185382,0.1532550541775488,0.2180952532268381,-0.05323081169352073,0.006636672738333127,-0.00048627790389248887,-0.001332584057841358,0.0010624977616497666,-0.0034506077360736687,-0.010409872834956063,0.00798017203278062,2026,2,20262,,
경상남도 남해군,8104,6939150000.0,266480.0,26040.04052836986,0.4596254584495219,0.03104991245325436,0.03530691799427884,0.12211438000331452,0.0265839476016515,0.2016587045963843,0.12366067890159457,0.285043062296119,,,,,,,,,,,2026,1,20261,0.4530799881829908,1.0
경상남도 남해군,8105,10083140000.0,378552.0,26636.07641750671,0.4784700004165369,0.02981511711629512,0.03431470752166488,0.11572188822132788,0.023720785390265335,0.19912646259002653,0.11883103874388336,0.2987263766051647,0.4530799881829908,0.42056439507655363,0.02288920742989964,0.018844541967015016,-0.0012347953369592386,-0.0009922104726139622,-0.006392491781986642,-0.0028631622113861645,-0.0025322420063577655,-0.004829640157711215,2026,2,20262,,
경상남도 밀양시,8104,10971580000.0,503856.0,21775.229430630974,0.42390065970443636,0.033173891089524024,0.014215819417075753,0.09930657207075007,0.021334210751778687,0.27453019528636713,0.13353865168006795,0.28451070929092065,,,,,,,,,,,2026,1,20261,0.06430887802850638,0.0
경상남도 밀양시,8105,11677150000.0,553876.0,21082.606937292825,0.44130374277970225,0.02838192538419049,0.01086909048868945,0.10228523226986037,0.018701481097699355,0.2623268520144042,0.1361316759654539,0.29383188883263606,0.06430887802850638,0.09927439585913445,-0.03180781610336769,0.01740308307526589,-0.004791965705333533,-0.003346728928386304,0.0029786601991103057,-0.0026327296540793327,-0.01220334327196293,0.0025930242853859364,2026,2,20262,,
경상남도 사천시,8104,14772250000.0,685544.0,21548.215723571353,0.5314241229332024,0.03663964528084754,0.025450422244410974,0.09401411430215438,0.02547073059283454,0.1273875002115453,0.15961346443500482,0.3355932310780909,,,,,,,,,,,2026,1,20261,0.16503782429893898,1.0
경상남도 사천시,8105,17210230000.0,823139.0,20908.04833691515,0.5311805827115617,0.03286417438930218,0.025897387774596853,0.0877908081414368,0.024127510207591647,0.13598946672996234,0.1621500700455485,0.3369786831218523,0.16503782429893898,0.20070921778908435,-0.029708603016997293,-0.00024354022164074784,-0.0037754708915453614,0.0004469655301858784,-0.006223306160717576,-0.0013432203852428923,0.008601966518417048,0.0025366056105436685,2026,2,20262,,
경상남도 산청군,8104,3600200000.0,163447.0,22026.712022857562,0.516679628909505,0.03145936336870174,0.013510360535525803,0.08083717571246042,0.02066274095883562,0.2578106771846009,0.07904005333037054,0.3478053334573772,,,,,,,,,,,2026,1,20261,0.24513915893561466,1.0
경상남도 산청군,8105,4482750000.0,197619.0,22683.80064669895,0.5456405108471363,0.025997434610451176,0.014807874630528135,0.08802186158050304,0.019704422508504824,0.22822597735764877,0.07760191846522782,0.36486397370775075,0.24513915893561466,0.20907083029973017,0.029831443892284648,0.028960881937631244,-0.005461928758250564,0.001297514095002332,0.00718468586804262,-0.0009583184503307966,-0.02958469982695211,-0.001438134865142715,2026,2,20262,,
경상남도 양산시,8104,46088240000.0,2473539.0,18632.509938189774,0.41969187801486885,0.025268268000687377,0.022085460412460966,0.10724861700077938,0.03171676766133834,0.23204704714261165,0.16194196176725342,0.2698467756691277,,,,,,,,,,,2026,1,20261,-0.06330226539351469,0.0
경상남도 양산시,8105,43170750000.0,2500728.0,17263.27293492135,0.43700584307662016,0.024109842891309508,0.023651893932813306,0.11620553268127146,0.030961704394758024,0.19018038834164336,0.17788479468158416,0.2743887367474143,-0.06330226539351469,0.01099194312278895,-0.07348644964154782,0.017313965061751313,-0.001158425109377869,0.00156643352035234,0.008956915680492075,-0.0007550632665803136,-0.04186665880096829,0.01594283291433074,2026,2,20262,,
경상남도 의령군,8104,2735440000.0,112069.0,24408.534028143375,0.45378805603486094,0.022029362735062733,0.010192144590998157,0.07415626005322727,0.06584315503173165,0.27708156640248005,0.09690945515163922,0.30251288134122895,,,,,,,,,,,2026,1,20261,0.16489851724037075,0.0
경상남도 의령군,8105,3186510000.0,132177.0,24107.90076942282,0.48833676969474443,0.019453885285155233,0.005005476210650524,0.0780634612789541,0.06308155317259322,0.2493260651935817,0.09673278916432083,0.3204702147026218,0.16489851724037075,0.1794251755614844,-0.012316727353388734,0.03454871365988349,-0.0025754774499074998,-0.005186668380347633,0.003907201225726825,-0.0027616018591384295,-0.02775550120889836,-0.00017666598731838623,2026,2,20262,,
경상남도 진주시,8104,35114060000.0,1830144.0,19186.501171492517,0.4829706391115126,0.029155272845122437,0.05037127577955953,0.1346494822871522,0.036570251346611585,0.1053073896894862,0.16097568894055544,0.29311861871896916,,,,,,,,,,,2026,1,20261,0.13465774108718853,0.0
경상남도 진주시,8105,39842440000.0,2187251.0,18215.760331118832,0.48516255530534774,0.026485827675212664,0.053038167341156815,0.12903878376926714,0.033002496835033195,0.10959820733870716,0.16367396173527524,0.2954383566489409,0.13465774108718853,0.195125083053574,-0.05059499028494163,0.0021919161938351306,-0.002669445169909773,0.002666891561597287,-0.0056106985178850655,-0.00356775451157839,0.004290817649220957,0.0026982727947197915,2026,2,20262,,
경상남도 창녕군,8104,7195030000.0,321260.0,22396.28338417481,0.41988984062609885,0.037463360124975156,0.009441239299905629,0.06517832448231627,0.013242474319078585,0.3091634086306798,0.14562135251694572,0.2990112872658012,,,,,,,,,,,2026,1,20261,0.07377314618563102,0.0
경상남도 창녕군,8105,7725830000.0,361292.0,21383.89446763283,0.42405411457409753,0.03193961037196003,0.007617304548508057,0.06883920562580331,0.012267937554929373,0.303960868929293,0.15132095839540866,0.3010796349395183,0.07377314618563102,0.12460935068169077,-0.04520343394374693,0.004164273947998676,-0.005523749753015124,-0.001823934751397572,0.0036608811434870464,-0.0009745367641492125,-0.005202539701386788,0.005699605878462938,2026,2,20262,,
경상남도 창원시 마산합포구,8104,31805260000.0,1470572.0,21627.815571083906,0.48717413408977006,0.026365764656537945,0.05091390543576754,0.09392471559735717,0.029361181137962714,0.189999390038,0.12226090904460457,0.3013574454918493,,,,,,,,,,,2026,1,20261,0.17394009670098587,1.0
경상남도 창원시 마산합포구,8105,37337470000.0,1858122.0,20094.1972593834,0.4905701966416043,0.025970961610414418,0.0500063341195855,0.09344955616971369,0.02982580233743743,0.1819153788406124,0.1282617702806323,0.3030009269396651,0.17394009670098587,0.2635369094474802,-0.07090953345056872,0.0033960625518342225,-0.00039480304612352773,-0.0009075713161820417,-0.00047515942764347896,0.0004646211994747164,-0.008084011197387608,0.006000861236027721,2026,2,20262,,
경상남도 창원시 마산회원구,8104,23358460000.0,1387375.0,16836.442922785838,0.43476111010743,0.0238359035655604,0.026565107459995223,0.09760789024618917,0.03918280571578777,0.21518499079134498,0.16286219211369243,0.27418234447901446,,,,,,,,,,,2026,1,20261,0.26843850151080173,1.0
경상남도 창원시 마산회원구,8105,29628770000.0,1873121.0,15817.86227371323,0.41792386251606123,0.024036772366858295,0.020934719868560187,0.09596550919933565,0.03853045536483627,0.23533916527753262,0.16726951540681573,0.2697339722266011,0.26843850151080173,0.35011874943688626,-0.06049856574479262,-0.016837247591368787,0.00020086880129789597,-0.005630387591435037,-0.0016423810468535194,-0.0006523503509515,0.020154174486187643,0.004407323293123294,2026,2,20262,,
경상남도 창원시 성산구,8104,38413510000.0,2105185.0,18247.09467338975,0.4791860988490768,0.03289155299789059,0.04373955933732689,0.1333835413634422,0.04160333174448261,0.10204795135877977,0.16714796434900117,0.2904885533212673,,,,,,,,,,,2026,1,20261,0.1309685056116976,0.0
경상남도 창원시 성산구,8105,43444470000.0,2561561.0,16960.154374617665,0.46178098156105946,0.03082440642042589,0.03959238080243584,0.13893897197963284,0.0391384680259651,0.11323328377581773,0.17649150743466316,0.28056626194566353,0.1309685056116976,0.2167866482043146,-0.07052850449934189,-0.017405117288017358,-0.0020671465774646965,-0.0041471785348910495,0.005555430616190654,-0.002464863718517507,0.011185332417037966,0.009343543085661987,2026,2,20262,,
경상남도 창원시 의창구,8104,31708010000.0,1702288.0,18626.701239743215,0.48854153887298507,0.02405007441337378,0.021816884755618535,0.10117790425826155,0.04434116174430373,0.17110849908272388,0.14896393687273343,0.3033986976260078,,,,,,,,,,,2026,1,20261,0.21404938373616011,1.0
경상남도 창원시 의창구,8105,38495090000.0,2197298.0,17519.285049183134,0.4819315917952134,0.02381316682205445,0.01939831807121376,0.09760985102255898,0.04136137881480469,0.1811082919925632,0.15477740148159155,0.3011961249403204,0.21404938373616011,0.29079098248944946,-0.05945315685835029,-0.006609947077771683,-0.00023690759131933178,-0.0024185666844047764,-0.00356805323570257,-0.0029797829294990336,0.009999792909839322,0.005813464608858121,2026,2,20262,,
경상남도 창원시 진해구,8104,26519710000.0,1459673.0,18168.25412266994,0.453383917094116,0.03016511115694704,0.023563983165728435,0.10271605534147998,0.028294804128702764,0.16665152069913283,0.1952246084138929,0.28425873256063694,,,,,,,,,,,2026,1,20261,0.23883820750679408,1.0
경상남도 창원시 진해구,8105,32853630000.0,1899446.0,17296.427484645523,0.45686671457613665,0.031048928231066097,0.019364983412791827,0.10140553722678437,0.029407709285092697,0.15904300377157715,0.20286312349655122,0.2876622536835809,0.23883820750679408,0.3012818624445337,-0.04798626396008909,0.0034827974820206276,0.0008838170741190567,-0.004198999752936607,-0.0013105181146956107,0.001112905156389933,-0.007608516927555681,0.007638515082658309,2026,2,20262,,
경상남도 통영시,8104,18828400000.0,824018.0,22849.5008604181,0.5038617195300716,0.02479445943362155,0.018637271356036624,0.08863525312825306,0.022202098956894904,0.1900586348282382,0.15181056276688407,0.3223566184455775,,,,,,,,,,,2026,1,20261,0.16736685007754248,1.0
경상남도 통영시,8105,21979650000.0,989055.0,22222.879415199357,0.5041376910005392,0.02321192557661291,0.024455803436360453,0.08803961846526219,0.02384569363024434,0.18230818052152786,0.15400108736945312,0.3205638904183076,0.16736685007754248,0.20028324623976657,-0.027423857048196165,0.0002759714704675398,-0.0015825338570086382,0.005818532080323829,-0.0005956346629908682,0.001643594673349437,-0.0077504543067103415,0.0021905246025690495,2026,2,20262,,
경상남도 하동군,8104,3928560000.0,150561.0,26092.81287982944,0.5270175331419146,0.036115014152768445,0.041959394790966664,0.07554421976500296,0.02635825849675199,0.1727172297228501,0.12028834992974526,0.33151458080030916,,,,,,,,,,,2026,1,20261,0.2779415358299224,1.0
경상남도 하동군,8105,5020470000.0,193034.0,26008.21616917227,0.5218674745591548,0.038287251990351504,0.03782912755180292,0.07865996609879154,0.027861933245293766,0.16863560582973308,0.12685864072487238,0.3267373774300049,0.2779415358299224,0.28209828574464835,-0.0032421460670714053,-0.005150058582759742,0.002172237837583059,-0.004130267239163744,0.0031157463337885827,0.0015036747485417772,-0.004081623893117031,0.006570290795127123,2026,2,20262,,
경상남도 함안군,8104,11009690000.0,598429.0,18397.654525432423,0.4287741071728632,0.03144684364409897,0.010062953634480171,0.05845668679136288,0.013477218704613846,0.31992817236452614,0.1378540176880548,0.30989398731279205,,,,,,,,,,,2026,1,20261,0.12030493138317255,0.0
경상남도 함안군,8105,12334210000.0,689247.0,17895.195771617433,0.4545674185861924,0.02826123440414911,0.008051589846451455,0.06951154553068255,0.012339663423924192,0.28335418320265343,0.14391436500594687,0.313480123358204,0.12030493138317255,0.15176069341559306,-0.02731102234365823,0.02579331141332919,-0.003185609239949861,-0.0020113637880287156,0.011054858739319669,-0.001137555280689654,-0.03657398916187271,0.0060603473178920675,2026,2,20262,,
경상남도 함양군,8104,2887880000.0,157303.0,18358.70898838547,0.4957235065168913,0.0294368187043783,0.009581423050819287,0.08759713007465685,0.02295109215064338,0.16555397038658115,0.18915605911602976,0.3180882665158072,,,,,,,,,,,2026,1,20261,0.31805338171946196,1.0
경상남도 함양군,8105,3806380000.0,195784.0,19441.731704327216,0.5278637445551941,0.025827689300595317,0.012694476116415072,0.08710375737577436,0.022210078867585473,0.1452613769513291,0.17903887683310651,0.34070449127804814,0.31805338171946196,0.24462979091307857,0.05899231349148315,0.03214023803830285,-0.003609129403782982,0.003113053065595785,-0.0004933726988824855,-0.0007410132830579057,-0.020292593435252054,-0.010117182282923243,2026,2,20262,,
경상남도 합천군,8104,3006970000.0,120097.0,25037.844409102643,0.5112089578545845,0.04877334991702611,0.01751929683368973,0.0886407247162426,0.021549932323900803,0.18701217504664164,0.1252955633079146,0.3230144734761548,,,,,,,,,,,2026,1,20261,0.4726685001845712,1.0
경상남도 합천군,8105,4428270000.0,177272.0,24980.08709779322,0.5331675801159369,0.04280226815438083,0.007745688496862206,0.09123653255108655,0.021744383246730666,0.18447158822745677,0.11883195920754606,0.3431074228031244,0.4726685001845712,0.47607350724830755,-0.002306800472345105,0.021958622261352367,-0.005971081762645276,-0.009773608336827524,0.0025958078348439495,0.0001944509228298634,-0.00254058681918487,-0.006463604100368545,2026,2,20262,,
경상북도 경산시,8104,43046140000.0,2604496.0,16527.627610101918,0.360308729191514,0.01849666427698279,0.014633367823456412,0.09562622804274669,0.024750883586774564,0.33086520649702855,0.15531892058149696,0.27373137606376796,,,,,,,,,,,2026,1,20261,0.07737604347335214,0.0
경상북도 경산시,8105,46376880000.0,3071312.0,15100.02240085019,0.3631630674594755,0.019745399000536474,0.015843454755904235,0.10393044982758651,0.02445291705694734,0.3014305835148893,0.17143412838466063,0.26417785001396177,0.07737604347335214,0.17923467726577424,-0.08637689830203787,0.002854338267961498,0.0012487347235536836,0.001210086932447823,0.008304221784839819,-0.00029796652982722396,-0.029434622982139225,0.016115207803163667,2026,2,20262,,
경상북도 경주시,8104,45378670000.0,2191348.0,20708.107521032714,0.44905436849515423,0.026042631923765065,0.01724312325592619,0.1203675647611532,0.05013104174273948,0.19029601352353429,0.14686525629772754,0.27740881810480666,,,,,,,,,,,2026,1,20261,0.10341091971183825,0.0
경상북도 경주시,8105,50071320000.0,2482329.0,20171.10544170414,0.46416711203139843,0.022435398148081577,0.01773670037059139,0.12102896428534339,0.05001765481716879,0.17445096314616831,0.15016320720124815,0.286400948850651,0.10341091971183825,0.13278630322522944,-0.02593197272049863,0.0151127435362442,-0.0036072337756834875,0.0004935771146651995,0.0006613995241901843,-0.00011338692557068958,-0.01584505037736597,0.0032979509035206134,2026,2,20262,,
경상북도 고령군,8104,4255740000.0,215662.0,19733.379083936903,0.3698393228909661,0.0379581459393666,0.005395066427930278,0.05840817343164761,0.025389239004262477,0.35360712825501556,0.14940292405081138,0.28966641538989285,,,,,,,,,,,2026,1,20261,0.10792247646707742,0.0
경상북도 고령군,8105,4715030000.0,246159.0,19154.4083295756,0.3788586711007141,0.035592562507555624,0.004805907915750271,0.059950838064657064,0.02403378133331071,0.33209968971565396,0.16465854936235824,0.2863981873421299,0.10792247646707742,0.1414110969943707,-0.029339666151378507,0.00901934820974798,-0.0023655834318109734,-0.000589158512180007,0.0015426646330094565,-0.0013554576709517673,-0.0215074385393616,0.015255625311546867,2026,2,20262,,
경상북도 구미시,8104,57260260000.0,3139545.0,18238.394417025396,0.39020919569698076,0.022836780692228782,0.02186734744131445,0.09284659203433586,0.02760658089921352,0.2694348576132906,0.175198645622636,0.2659352367294241,,,,,,,,,,,2026,1,20261,0.022506010276586164,0.0
경상북도 구미시,8105,58548960000.0,3453467.0,16953.675827798557,0.3912522101161148,0.022006368686992902,0.022769661493560262,0.09598274674733762,0.027127040343671346,0.2526599960101768,0.1882019766021463,0.26328665123985173,0.022506010276586164,0.09998964818150391,-0.07044033371860647,0.001043014419134014,-0.0008304120052358803,0.0009023140522458131,0.003136154713001757,-0.0004795405555421753,-0.01677486160311381,0.013003330979510286,2026,2,20262,,
경상북도 김천시,8104,11191670000.0,621293.0,18013.513752770432,0.40885408522588673,0.03706328010028888,0.03448010886668388,0.09980190623919397,0.02362739430308435,0.2046673999501415,0.19150582531472068,0.25880612762750127,,,,,,,,,,,2026,1,20261,0.11445566211298219,0.0
경상북도 김천시,8105,12472620000.0,724406.0,17217.72044958214,0.41795228267998225,0.03364168875504906,0.03216405213980703,0.09893430570321232,0.021894357400449947,0.19628353946484378,0.19912977385665562,0.2652976545017566,0.11445566211298219,0.16596517263191446,-0.044177572133360266,0.009098197454095514,-0.0034215913452398175,-0.0023160567268768473,-0.0008676005359816441,-0.0017330369026344015,-0.008383860485297712,0.007623948541934933,2026,2,20262,,
경상북도 문경시,8104,7567910000.0,398678.0,18982.512202830356,0.5592085529558359,0.026589903949703418,0.01093168391273152,0.07347999645873167,0.02796412748037437,0.1534214862491758,0.14840424899344734,0.36528400627171126,,,,,,,,,,,2026,1,20261,0.15192173268445308,0.0
경상북도 문경시,8105,8717640000.0,452457.0,19267.333691378408,0.5751051890190464,0.024902381837286238,0.010974300384048894,0.07560991277455825,0.026379845921602637,0.1366069257276052,0.15042144433585236,0.37918736058017755,0.15192173268445308,0.13489332243063323,0.015004414879584926,0.015896636063210456,-0.00168752211241718,4.2616471317374546e-05,0.0021299163158265827,-0.0015842815587717336,-0.0168145605215706,0.0020171953424050204,2026,2,20262,,
경상북도 봉화군,8104,,,,,,,,,,,,,,,,,,,,,,2026,1,20261,,
경상북도 봉화군,8105,,,,,,,,,,,,,,,,,,,,,,2026,2,20262,,
경상북도 상주시,8104,16666100000.0,722621.0,23063.40391436175,0.5066512261416888,0.04493072764473992,0.020417494194802623,0.0824134020556699,0.026756109707730062,0.19279855515087513,0.12603248510449355,0.31969443772171824,,,,,,,,,,,2026,1,20261,0.13513239450141312,0.0
경상북도 상주시,8105,18918230000.0,862007.0,21946.72433054488,0.5202505731244413,0.04143833751889051,0.019706389022651698,0.0790496785375799,0.024899263831764388,0.18348386714824802,0.13117189081642416,0.33050735588124164,0.13513239450141312,0.19288949532327448,-0.04841781325789052,0.013599346982752558,-0.0034923901258494053,-0.0007111051721509255,-0.0033637235180900005,-0.0018568458759656743,-0.009314688002627108,0.005139405711930611,2026,2,20262,,
경상북도 성주군,8104,3681510000.0,192288.0,19145.812531203195,0.4754407838088176,0.045057598648380694,0.004294433534066185,0.09688415894565001,0.01852772367859927,0.1514650238624912,0.20833027752199504,0.30416554304945287,,,,,,,,,,,2026,1,20261,0.13384996917025904,0.0
경상북도 성주군,8105,4174280000.0,224592.0,18586.05827456009,0.49058999396303077,0.041547284801211226,0.006525676284293339,0.09501518824803319,0.018122885862951216,0.13326849181176154,0.21493047902871873,0.31575923021707375,0.13384996917025904,0.16799800299550682,-0.02923638031714948,0.015149210154213166,-0.0035103138471694675,0.0022312427502271543,-0.001868970697616823,-0.0004048378156480542,-0.018196532050729658,0.006600201506723691,2026,2,20262,,
경상북도 안동시,8104,17717610000.0,876133.0,20222.51187890423,0.4674546962033818,0.03034946587039674,0.02570944952507703,0.0963995708224755,0.03533941654658839,0.1941068801040321,0.15064052092804842,0.2910077579419025,,,,,,,,,,,2026,1,20261,0.07738063993958555,0.0
경상북도 안동시,8105,19088610000.0,983378.0,19411.264030718605,0.48073327497392426,0.02821054021219984,0.02333433393002424,0.09496186469313377,0.034296368357884625,0.1805987968741569,0.1578648209586764,0.3001760311434214,0.07738063993958555,0.12240721442977276,-0.04011607722341881,0.013278578770542449,-0.0021389256581968996,-0.002375115595052789,-0.0014377061293417287,-0.0010430481887037657,-0.013508083229875206,0.007224300030627989,2026,2,20262,,
경상북도 영덕군,8104,7328120000.0,251991.0,29080.879872693866,0.5516326151864326,0.028044027663302457,0.03343285863222764,0.0718287910132476,0.013508239493894751,0.2039049578882442,0.09764851012265083,0.3626570767945548,,,,,,,,,,,2026,1,20261,-0.1033320960901295,0.0
경상북도 영덕군,8105,6570890000.0,258088.0,25459.881900747034,0.5178826612528896,0.03127734599118232,0.032310691550155306,0.07811879364895775,0.013710471488641568,0.20929128322038568,0.11740875284778775,0.3341028834139945,-0.1033320960901295,0.02419530856260743,-0.12451473228452237,-0.033749953933542964,0.0032333183278798645,-0.0011221670820723353,0.006290002635710154,0.0002022319947468168,0.005386325332141478,0.01976024272513692,2026,2,20262,,
경상북도 영양군,8104,1093710000.0,50426.0,21689.40625867608,0.3805579175466989,0.04620968995437547,0.005741924276087811,0.07384041473516746,0.05450256466522204,0.3110970915507767,0.12805039727167164,0.2685938747636854,,,,,,,,,,,2026,1,20261,0.733640544568487,1.0
경상북도 영양군,8105,1896100000.0,82461.0,22993.900146736032,0.3654659564368968,0.0451558462106429,0.008897210062760404,0.07116713253520383,0.052138600284795104,0.34084700174041455,0.11632825272928643,0.27317571147965564,0.733640544568487,0.6352873517629793,0.0601442876076026,-0.015091961109802099,-0.0010538437437325743,0.0031552857866725924,-0.002673282199963628,-0.002363964380426936,0.02974991018963785,-0.01172214454238521,2026,2,20262,,
경상북도 영주시,8104,9242640000.0,422060.0,21898.8769369284,0.4670591952082955,0.03343741614949841,0.01632217634788329,0.07536374888559978,0.029310889529398528,0.23614356936979045,0.14236300450953407,0.3020985993668898,,,,,,,,,,,2026,1,20261,0.09118390416590927,0.0
경상북도 영주시,8105,10085420000.0,480746.0,20978.687290169863,0.47919075259136457,0.031113230782654565,0.014333562707353784,0.07593635168391599,0.026495673953092682,0.2250942449595555,0.14783618332206294,0.3097885679771377,0.09118390416590927,0.13904658105482626,-0.04201994693192723,0.012131557383069091,-0.0023241853668438464,-0.0019886136405295046,0.0005726027983162102,-0.002815215576305846,-0.011049324410234956,0.005473178812528873,2026,2,20262,,
경상북도 영천시,8104,11887650000.0,584378.0,20342.398242233623,0.3995844426779052,0.03360125844889444,0.007681080785521108,0.07382030931260594,0.019988811918251293,0.3270940850378334,0.1382300118189886,0.2928028377047224,,,,,,,,,,,2026,1,20261,0.0995873869099444,0.0
경상북도 영천시,8105,13071510000.0,664204.0,19679.962782518625,0.4160032008543772,0.03176450157632898,0.009335570259289095,0.07549778105207432,0.019241082323312304,0.30576957061578963,0.14238829331882852,0.2939943901351186,0.0995873869099444,0.13659994044950352,-0.032564275452030556,0.01641875817647198,-0.0018367568725654593,0.001654489473767987,0.0016774717394683752,-0.0007477295949389895,-0.02132451442204375,0.004158281499839905,2026,2,20262,,
경상북도 예천군,8104,4019210000.0,177673.0,22621.388730983323,0.48880501392064607,0.03208093132730064,0.02137733534699605,0.08401651070732806,0.03337969401947149,0.19851413586252026,0.14182637881573742,0.3081120801648242,,,,,,,,,,,2026,1,20261,0.11584863692118597,0.0
