rank,region,period,amount,count,ticket,share_korean,share_chinese,share_japanese,share_western,share_bakery,share_supermarket,share_convenience,concentration,amount_growth,count_growth,ticket_growth,share_change_korean,share_change_chinese,share_change_japanese,share_change_western,share_change_bakery,share_change_supermarket,share_change_convenience,year,q,quarter,future_growth,target,missing_features,similarity_score,out_of_range_features,out_of_range_count,interpretation,positive_score_drivers,negative_score_drivers,percentile_amount_growth,percentile_count_growth,percentile_ticket_growth,percentile_concentration,percentile_q,percentile_share_korean,percentile_share_chinese,percentile_share_japanese,percentile_share_western,percentile_share_bakery,percentile_share_supermarket,percentile_share_convenience,percentile_share_change_korean,percentile_share_change_chinese,percentile_share_change_japanese,percentile_share_change_western,percentile_share_change_bakery,percentile_share_change_supermarket,percentile_share_change_convenience,evidence
60,경상남도 창원시 마산합포구,8105,37337470000.0,1858122.0,20094.1972593834,0.4905701966416043,0.025970961610414418,0.0500063341195855,0.09344955616971369,0.02982580233743743,0.1819153788406124,0.1282617702806323,0.3030009269396651,0.17394009670098587,0.2635369094474802,-0.07090953345056872,0.0033960625518342225,-0.00039480304612352773,-0.0009075713161820417,-0.00047515942764347896,0.0004646211994747164,-0.008084011197387608,0.006000861236027721,2026,2,20262,,,0,45.07629922546181,count_growth,1,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.816; share_japanese=+0.101; share_bakery=+0.096,amount_growth=-0.587; count_growth=-0.333; share_change_convenience=-0.212,0.9377777777777778,1.0,0.035555555555555556,0.16,0.5,0.3244444444444444,0.4111111111111111,0.8288888888888889,0.92,0.18666666666666668,0.4688888888888889,0.19333333333333333,0.5577777777777778,0.4533333333333333,0.36666666666666664,0.4266666666666667,0.6622222222222223,0.35777777777777775,0.6911111111111111,매출 전분기 대비 +17.4%; 건수 +26.4%; 건당금액 -7.1%; 최대 업종 한식
61,경기도 포천시,8105,25788750000.0,1239340.0,20808.454499975793,0.476114197082061,0.03405050651931559,0.008181086714168,0.09999747952110902,0.01140652416266783,0.16993107459648102,0.20031913140419758,0.3070450250612374,0.14897527288928503,0.18633797815018416,-0.03149414917927329,0.027392432769296426,-0.0012099078268639554,-0.0007794835687457893,-0.0029033892692674618,-0.002676345073242173,-0.025954868820761118,0.006131561789584072,2026,2,20262,,,0,45.01343744319301,"share_japanese, share_bakery",2,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.422; share_bakery=+0.273; share_change_western=+0.269,amount_growth=-0.493; count_growth=-0.232; share_change_convenience=-0.216,0.9177777777777778,0.9777777777777777,0.20666666666666667,0.18888888888888888,0.5,0.23777777777777778,0.5777777777777777,0.0,0.9355555555555556,0.0,0.4022222222222222,0.8955555555555555,0.8311111111111111,0.27111111111111114,0.39111111111111113,0.1288888888888889,0.19111111111111112,0.1511111111111111,0.6955555555555556,매출 전분기 대비 +14.9%; 건수 +18.6%; 건당금액 -3.1%; 최대 업종 한식
62,인천광역시 부평구,8105,56678840000.0,3578051.0,15840.702102904626,0.3697021675108383,0.03564945930438943,0.029029704912803437,0.09925555992324472,0.02829256914926276,0.2528287452601359,0.1852417939393255,0.24768233267464856,-0.028403827495294465,0.038332133861101125,-0.0642722681693707,-0.0034666242088261523,-0.0008421976198320566,9.481415961242953e-05,0.003788968224836542,-0.0022019127983577413,-0.008342953765162475,0.010969906007729457,2026,2,20262,,,0,44.982859598157496,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.750; amount_growth=+0.172; concentration=+0.150,share_change_convenience=-0.364; share_change_western=-0.351; share_korean=-0.189,0.29777777777777775,0.7022222222222222,0.05333333333333334,0.0022222222222222222,0.5,0.0022222222222222222,0.5866666666666667,0.5311111111111111,0.9355555555555556,0.13111111111111112,0.8022222222222222,0.8111111111111111,0.41333333333333333,0.3488888888888889,0.5577777777777778,0.9066666666666666,0.23777777777777778,0.35333333333333333,0.86,매출 전분기 대비 -2.8%; 건수 +3.8%; 건당금액 -6.4%; 최대 업종 한식
63,대구광역시 달서구,8105,105813000000.0,6606983.0,16015.328024909402,0.41207498133499665,0.027693856142439965,0.02600398816780547,0.09738803360645668,0.034006218517573454,0.25891998147675616,0.14391294075397162,0.2696402906228846,0.05198190216915277,0.12682501950246294,-0.0664194671204198,-0.012494109527276975,-0.0013739628032954747,-0.0001957924543047329,-0.0005127051062844556,-0.001694933241202727,0.006637694844520925,0.00963380828784341,2026,2,20262,,,0,44.89727160541037,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.771; concentration=+0.112; share_bakery=+0.056,share_change_convenience=-0.323; share_change_korean=-0.213; count_growth=-0.155,0.7066666666666667,0.8822222222222222,0.04888888888888889,0.022222222222222223,0.5,0.044444444444444446,0.4888888888888889,0.44666666666666666,0.9333333333333333,0.3422222222222222,0.8444444444444444,0.31333333333333335,0.18222222222222223,0.2511111111111111,0.4866666666666667,0.42,0.29777777777777775,0.7288888888888889,0.82,매출 전분기 대비 +5.2%; 건수 +12.7%; 건당금액 -6.6%; 최대 업종 한식
64,경기도 구리시,8105,23218240000.0,1309603.0,17729.220229336675,0.48550708408561544,0.02775490304174649,0.030664253621290848,0.10035988946621277,0.022190743139876234,0.17679505423322353,0.15672807241203468,0.30381247616841534,0.054500268867992974,0.10442231744310293,-0.045201955616658185,0.014622490221619044,-0.0012955569405227567,-0.0015499469687653977,0.004188260852844947,-0.001225297379256994,-0.02026838044638757,0.005528430660468708,2026,2,20262,,,0,44.77052504824744,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.559; share_bakery=+0.169; share_change_korean=+0.110,share_change_western=-0.388; share_change_convenience=-0.197; amount_growth=-0.139,0.7177777777777777,0.82,0.13555555555555557,0.16666666666666666,0.5,0.28888888888888886,0.4911111111111111,0.5844444444444444,0.9377777777777778,0.022222222222222223,0.44222222222222224,0.48444444444444446,0.7022222222222222,0.26,0.2088888888888889,0.9222222222222223,0.36,0.19777777777777777,0.6622222222222223,매출 전분기 대비 +5.5%; 건수 +10.4%; 건당금액 -4.5%; 최대 업종 한식
65,광주광역시 서구,8105,67407490000.0,3732746.0,18058.41865479194,0.45936645912790997,0.025872644123078905,0.020417612345453005,0.11461752989170788,0.03378585970194113,0.21124655435174933,0.13469334045815975,0.2891498815430626,0.050972095737596756,0.12256724208292646,-0.06377804701701839,-0.004048574308466446,-0.00048355560366752925,2.525041092503108e-05,0.0009661241700345546,-0.0022745367262110017,-0.004033318510348688,0.009848610567734034,2026,2,20262,,,0,44.59332589183236,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.745; concentration=+0.079; share_convenience=+0.073,share_change_convenience=-0.330; count_growth=-0.149; share_western=-0.129,0.7066666666666667,0.8711111111111111,0.05333333333333334,0.08222222222222222,0.5,0.15333333333333332,0.40444444444444444,0.3022222222222222,0.96,0.3333333333333333,0.6333333333333333,0.2311111111111111,0.3933333333333333,0.4311111111111111,0.5444444444444444,0.7311111111111112,0.2311111111111111,0.41555555555555557,0.8244444444444444,매출 전분기 대비 +5.1%; 건수 +12.3%; 건당금액 -6.4%; 최대 업종 한식
66,경기도 하남시,8105,34877190000.0,1985598.0,17565.081149356516,0.45315376611475866,0.03489816696815311,0.037692543464654116,0.12935646478400353,0.031931471543435695,0.15008147158644375,0.16288611553855112,0.2747959942396965,0.06312411754808211,0.10907373593897418,-0.0414306253064316,0.006373999289342069,-0.004358293372415417,-0.0006381806153402253,0.0007120450502449138,-0.0011005783786524892,-0.002682995747899153,0.0016940037747202596,2026,2,20262,,,0,44.40106598705751,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.521; concentration=+0.104; share_bakery=+0.075,amount_growth=-0.171; share_western=-0.153; count_growth=-0.132,0.76,0.8311111111111111,0.15333333333333332,0.035555555555555556,0.5,0.13777777777777778,0.5844444444444444,0.6888888888888889,0.96,0.2733333333333333,0.30666666666666664,0.5488888888888889,0.6,0.015555555555555555,0.4111111111111111,0.6977777777777778,0.38,0.4488888888888889,0.5311111111111111,매출 전분기 대비 +6.3%; 건수 +10.9%; 건당금액 -4.1%; 최대 업종 한식
67,강원특별자치도 횡성군,8105,6311410000.0,277203.0,22768.187934474012,0.4449798064140976,0.026209674224935475,0.017862886423160595,0.07561860186551024,0.022996446119013025,0.28174845240603924,0.1305841325472438,0.3016944734391853,0.16416393521242623,0.15100317228321347,0.01143416738209857,0.04345695534767763,-0.0034246828888043097,0.006181423482707834,0.001842591565606705,-0.0003904587636650962,-0.04477177019287876,-0.0028940585506440075,2026,2,20262,,,0,44.330986009265224,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,share_change_korean=+0.452; share_bakery=+0.161; share_change_supermarket=+0.155,amount_growth=-0.550; count_growth=-0.186; share_change_western=-0.171,0.9333333333333333,0.9288888888888889,0.5866666666666667,0.15333333333333332,0.5,0.1,0.42444444444444446,0.23555555555555555,0.8466666666666667,0.022222222222222223,0.9311111111111111,0.19777777777777777,0.8977777777777778,0.028888888888888888,0.9888888888888889,0.8177777777777778,0.5133333333333333,0.02,0.3711111111111111,매출 전분기 대비 +16.4%; 건수 +15.1%; 건당금액 +1.1%; 최대 업종 한식
68,경기도 여주시,8105,15124710000.0,792542.0,19083.796189981098,0.46800963456489414,0.03565027031923257,0.01609022586218182,0.0915620861490898,0.020459235251452754,0.12135968226828812,0.2468688655848608,0.30503746039015966,0.21144021978550098,0.1884576511623024,0.019338146883670415,0.04278476291994704,-0.006437371552148061,0.0016647999476770963,-0.003502351691822031,-0.0022193604922055854,-0.012423527849534197,-0.019866951281914264,2026,2,20262,,,0,44.04824795492663,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,share_change_convenience=+0.580; share_change_korean=+0.444; share_change_western=+0.324,amount_growth=-0.728; share_convenience=-0.279; count_growth=-0.235,0.96,0.98,0.6466666666666666,0.17555555555555555,0.5,0.20222222222222222,0.5866666666666667,0.1688888888888889,0.9111111111111111,0.02,0.21333333333333335,0.9977777777777778,0.8933333333333333,0.0022222222222222222,0.8177777777777778,0.09111111111111111,0.23555555555555555,0.25555555555555554,0.06,매출 전분기 대비 +21.1%; 건수 +18.8%; 건당금액 +1.9%; 최대 업종 한식
69,경상남도 사천시,8105,17210230000.0,823139.0,20908.04833691515,0.5311805827115617,0.03286417438930218,0.025897387774596853,0.0877908081414368,0.024127510207591647,0.13598946672996234,0.1621500700455485,0.3369786831218523,0.16503782429893898,0.20070921778908435,-0.029708603016997293,-0.00024354022164074784,-0.0037754708915453614,0.0004469655301858784,-0.006223306160717576,-0.0013432203852428923,0.008601966518417048,0.0025366056105436685,2026,2,20262,,,0,43.960453612325914,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,share_change_western=+0.576; ticket_growth=+0.404; share_bakery=+0.150,amount_growth=-0.554; count_growth=-0.251; share_change_convenience=-0.106,0.9355555555555556,0.9866666666666667,0.21555555555555556,0.5733333333333334,0.5,0.6688888888888889,0.5733333333333334,0.4444444444444444,0.8933333333333333,0.02666666666666667,0.26,0.54,0.4822222222222222,0.02,0.6488888888888888,0.03777777777777778,0.3422222222222222,0.7911111111111111,0.5733333333333334,매출 전분기 대비 +16.5%; 건수 +20.1%; 건당금액 -3.0%; 최대 업종 한식
70,충청남도 예산군,8105,12840210000.0,618709.0,20753.229708958494,0.5194813791986268,0.03005947722038814,0.011266170880382797,0.09222356955221138,0.0192200906371469,0.15553483938346802,0.17221447312777594,0.3336149117929469,0.11800994002549436,0.14117158824722864,-0.020296376513640024,0.01576605957839572,-0.002786316553686989,-0.002666930727992737,-0.004165770170972499,-0.004176758089178494,-0.010045471425177782,0.008075187388612792,2026,2,20262,,,0,43.95072204281728,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,share_change_western=+0.386; ticket_growth=+0.310; share_bakery=+0.197,amount_growth=-0.377; share_change_convenience=-0.275; count_growth=-0.173,0.8866666666666667,0.9044444444444445,0.26666666666666666,0.5066666666666667,0.5,0.5777777777777777,0.5222222222222223,0.017777777777777778,0.9177777777777778,0.017777777777777778,0.34444444444444444,0.6866666666666666,0.7177777777777777,0.07555555555555556,0.11333333333333333,0.06222222222222222,0.09777777777777778,0.30666666666666664,0.78,매출 전분기 대비 +11.8%; 건수 +14.1%; 건당금액 -2.0%; 최대 업종 한식
71,경상북도 영주시,8105,10085420000.0,480746.0,20978.687290169863,0.47919075259136457,0.031113230782654565,0.014333562707353784,0.07593635168391599,0.026495673953092682,0.2250942449595555,0.14783618332206294,0.3097885679771377,0.09118390416590927,0.13904658105482626,-0.04201994693192723,0.012131557383069091,-0.0023241853668438464,-0.0019886136405295046,0.0005726027983162102,-0.002815215576305846,-0.011049324410234956,0.005473178812528873,2026,2,20262,,,0,43.9021356498571,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.527; share_bakery=+0.128; share_change_korean=+0.080,amount_growth=-0.277; share_change_convenience=-0.196; count_growth=-0.171,0.8377777777777777,0.9,0.1511111111111111,0.22444444444444445,0.5,0.26,0.5377777777777778,0.09333333333333334,0.8466666666666667,0.05555555555555555,0.7066666666666667,0.37555555555555553,0.6666666666666666,0.10888888888888888,0.15555555555555556,0.6711111111111111,0.18,0.28444444444444444,0.6622222222222223,매출 전분기 대비 +9.1%; 건수 +13.9%; 건당금액 -4.2%; 최대 업종 한식
72,경기도 용인시 기흥구,8105,36372110000.0,2331691.0,15599.026629171703,0.4443346839102818,0.03137953778320807,0.02559900979074351,0.14560194610650853,0.0380258390288603,0.1368424872794017,0.17821649610099607,0.27220617297058536,0.07693175455670853,0.13957766503217583,-0.05497291882576383,0.019719826785697447,-0.0025505791149938867,-0.0001614680703696629,0.0013020547409157146,-0.0032288839326753,-0.01967248303933325,0.004591532630758899,2026,2,20262,,,0,43.84881541603751,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.657; share_change_korean=+0.170; concentration=+0.108,amount_growth=-0.223; share_western=-0.180; count_growth=-0.171,0.8066666666666666,0.9,0.08666666666666667,0.03111111111111111,0.5,0.09777777777777778,0.5444444444444444,0.43555555555555553,0.9622222222222222,0.48,0.26,0.7688888888888888,0.74,0.09111111111111111,0.5022222222222222,0.7777777777777778,0.15333333333333332,0.20222222222222222,0.6355555555555555,매출 전분기 대비 +7.7%; 건수 +14.0%; 건당금액 -5.5%; 최대 업종 한식
73,충청북도 청주시 청원구,8105,28924830000.0,1586129.0,18236.11446483861,0.4007076273222695,0.030288855630266454,0.025556243545770192,0.08215605761555038,0.027789964539117428,0.25309535094934005,0.180405900397686,0.2662625844562891,0.04164929073799972,0.11772585950778969,-0.06806371000782918,0.004227108169134464,-0.002672830897176709,-0.002562870696009103,0.0019873040368293127,3.6014891497661294e-05,-0.011397614050317861,0.010382888546042218,2026,2,20262,,,0,43.82795374405402,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.788; concentration=+0.118; share_bakery=+0.115,share_change_convenience=-0.346; share_change_western=-0.184; share_korean=-0.147,0.6755555555555556,0.8644444444444445,0.04,0.02,0.5,0.024444444444444446,0.5244444444444445,0.43555555555555553,0.8755555555555555,0.11333333333333333,0.8088888888888889,0.7733333333333333,0.5733333333333334,0.08222222222222222,0.11777777777777777,0.8311111111111111,0.58,0.2777777777777778,0.8466666666666667,매출 전분기 대비 +4.2%; 건수 +11.8%; 건당금액 -6.8%; 최대 업종 한식
74,충청북도 제천시,8105,17810000000.0,849329.0,20969.494742320116,0.44872206625491295,0.029216170690623246,0.015318360471645143,0.0999769792251544,0.01935204941044357,0.2371510387422796,0.15026333520494103,0.29162931281626725,0.09793912941626126,0.15863620365545228,-0.05238665428172695,0.03245579906301094,-0.003634463968744374,-0.00024759293529511527,0.0050129504481759846,-0.0013318661820181932,-0.03855805978866428,0.006303233363534971,2026,2,20262,,,0,43.5837502509146,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.631; share_change_korean=+0.322; share_bakery=+0.196,share_change_western=-0.464; amount_growth=-0.302; share_change_convenience=-0.221,0.86,0.9466666666666667,0.09333333333333334,0.08666666666666667,0.5,0.11333333333333333,0.5133333333333333,0.13777777777777778,0.9355555555555556,0.02,0.7377777777777778,0.4022222222222222,0.8644444444444445,0.022222222222222223,0.4777777777777778,0.9333333333333333,0.3422222222222222,0.05333333333333334,0.7022222222222222,매출 전분기 대비 +9.8%; 건수 +15.9%; 건당금액 -5.2%; 최대 업종 한식
75,경상남도 밀양시,8105,11677150000.0,553876.0,21082.606937292825,0.44130374277970225,0.02838192538419049,0.01086909048868945,0.10228523226986037,0.018701481097699355,0.2623268520144042,0.1361316759654539,0.29383188883263606,0.06430887802850638,0.09927439585913445,-0.03180781610336769,0.01740308307526589,-0.004791965705333533,-0.003346728928386304,0.0029786601991103057,-0.0026327296540793327,-0.01220334327196293,0.0025930242853859364,2026,2,20262,,,0,43.54290157375167,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.425; share_bakery=+0.202; share_change_korean=+0.143,share_change_western=-0.276; amount_growth=-0.176; share_japanese=-0.126,0.7644444444444445,0.8022222222222222,0.20666666666666667,0.09777777777777778,0.5,0.09111111111111111,0.5044444444444445,0.008888888888888889,0.9444444444444444,0.013333333333333334,0.8688888888888889,0.23555555555555555,0.7266666666666667,0.011111111111111112,0.06888888888888889,0.8822222222222222,0.19333333333333333,0.2577777777777778,0.5755555555555556,매출 전분기 대비 +6.4%; 건수 +9.9%; 건당금액 -3.2%; 최대 업종 한식
76,경상북도 영천시,8105,13071510000.0,664204.0,19679.962782518625,0.4160032008543772,0.03176450157632898,0.009335570259289095,0.07549778105207432,0.019241082323312304,0.30576957061578963,0.14238829331882852,0.2939943901351186,0.0995873869099444,0.13659994044950352,-0.032564275452030556,0.01641875817647198,-0.0018367568725654593,0.001654489473767987,0.0016774717394683752,-0.0007477295949389895,-0.02132451442204375,0.004158281499839905,2026,2,20262,,,0,43.49496784845776,share_japanese,1,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.433; share_bakery=+0.197; share_change_korean=+0.131,amount_growth=-0.308; count_growth=-0.167; share_change_convenience=-0.155,0.86,0.8955555555555555,0.20222222222222222,0.10222222222222223,0.5,0.05333333333333334,0.5555555555555556,0.0,0.8466666666666667,0.017777777777777778,0.9777777777777777,0.3022222222222222,0.72,0.18,0.8155555555555556,0.8022222222222222,0.44,0.18444444444444444,0.6266666666666667,매출 전분기 대비 +10.0%; 건수 +13.7%; 건당금액 -3.3%; 최대 업종 한식
77,충청남도 서천군,8105,6803270000.0,282312.0,24098.40885261696,0.4788123946278775,0.0363913235841,0.017670914133938533,0.06282420071524429,0.021752774768603923,0.2568059183304499,0.12574247383978587,0.31707841171035184,0.11475836936805561,0.14628174675680605,-0.02750054903861132,0.03457186019430403,-0.0016954251963997927,0.003656288324283795,0.001886058091479563,-0.003299208629479942,-0.049600369817335344,0.014480797033147724,2026,2,20262,,,0,43.47770903119431,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.382; share_change_korean=+0.347; share_change_supermarket=+0.173,share_change_convenience=-0.471; amount_growth=-0.365; count_growth=-0.180,0.8777777777777778,0.92,0.22,0.31333333333333335,0.5,0.2577777777777778,0.5911111111111111,0.2288888888888889,0.8066666666666666,0.02,0.8333333333333334,0.18,0.8666666666666667,0.2088888888888889,0.9444444444444444,0.8222222222222222,0.1511111111111111,0.008888888888888889,0.9311111111111111,매출 전분기 대비 +11.5%; 건수 +14.6%; 건당금액 -2.8%; 최대 업종 한식
78,서울특별시 강북구,8105,32716370000.0,2134115.0,15330.181363234877,0.4261692235416093,0.026612059956529408,0.03520622856386574,0.1069116164171025,0.02754431497137366,0.20404861541790853,0.17350794113161086,0.2674975134607352,0.029180763634933715,0.08626372899231316,-0.05254982177333045,0.011217707675147126,-0.0018159216407337732,0.0011684007159635731,0.0064600415675094836,-0.002703178245566297,-0.01771505883792096,0.0033880087656008584,2026,2,20262,,,0,43.47102670470327,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.633; share_bakery=+0.118; concentration=+0.116,share_change_western=-0.598; share_change_convenience=-0.132; share_western=-0.116,0.6111111111111112,0.7577777777777778,0.09333333333333334,0.02,0.5,0.07111111111111111,0.44222222222222224,0.6688888888888889,0.9488888888888889,0.10444444444444445,0.5911111111111111,0.7,0.6577777777777778,0.18222222222222223,0.7555555555555555,0.96,0.18666666666666668,0.2111111111111111,0.5977777777777777,매출 전분기 대비 +2.9%; 건수 +8.6%; 건당금액 -5.3%; 최대 업종 한식
79,경상북도 구미시,8105,58548960000.0,3453467.0,16953.675827798557,0.3912522101161148,0.022006368686992902,0.022769661493560262,0.09598274674733762,0.027127040343671346,0.2526599960101768,0.1882019766021463,0.26328665123985173,0.022506010276586164,0.09998964818150391,-0.07044033371860647,0.001043014419134014,-0.0008304120052358803,0.0009023140522458131,0.003136154713001757,-0.0004795405555421753,-0.01677486160311381,0.013003330979510286,2026,2,20262,,,0,43.27088845282639,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.812; concentration=+0.123; share_bakery=+0.122,share_change_convenience=-0.426; share_change_western=-0.290; share_korean=-0.160,0.5822222222222222,0.8066666666666666,0.035555555555555556,0.015555555555555555,0.5,0.015555555555555555,0.16666666666666666,0.38,0.9333333333333333,0.08222222222222222,0.8022222222222222,0.8266666666666667,0.5022222222222222,0.3511111111111111,0.7177777777777777,0.8888888888888888,0.4888888888888889,0.2222222222222222,0.9,매출 전분기 대비 +2.3%; 건수 +10.0%; 건당금액 -7.0%; 최대 업종 한식
80,인천광역시 남동구,8105,55283390000.0,3449772.0,16025.23007317585,0.39908912966444354,0.029331414010609697,0.03832380756679357,0.09521937782758981,0.02963457921086243,0.2120347540192452,0.19636693770045577,0.25506482882333614,-0.015336336064621925,0.04710651689322076,-0.05963371629384129,0.0034636679090141453,-0.002070804980264556,-0.0030352299443117126,0.005515392891592585,-0.002496830417588757,-0.009013136030063318,0.007636940571621648,2026,2,20262,,,0,43.02458161119161,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.704; concentration=+0.137; amount_growth=+0.123,share_change_western=-0.510; share_change_convenience=-0.262; share_korean=-0.149,0.3622222222222222,0.7155555555555555,0.06666666666666667,0.011111111111111112,0.5,0.024444444444444446,0.5133333333333333,0.7022222222222222,0.9311111111111111,0.17777777777777778,0.6377777777777778,0.8688888888888889,0.56,0.14666666666666667,0.08,0.9355555555555556,0.20666666666666667,0.3333333333333333,0.7666666666666667,매출 전분기 대비 -1.5%; 건수 +4.7%; 건당금액 -6.0%; 최대 업종 한식
81,경기도 과천시,8105,10657910000.0,805454.0,13232.177132399864,0.5388092036806466,0.02176317870952185,0.017837455936482855,0.17346177627696238,0.033280446166274624,0.06420395743630787,0.15064398179380384,0.34911950208016146,0.2708821484743442,0.35669120247940844,-0.06324877307986132,0.03754343825327333,-0.005408744788879698,0.0015762754060180337,-0.002140371529620544,-0.007258628006506229,-0.018944250995848178,-0.005367718338436744,2026,2,20262,,,0,42.975374285386316,"count_growth, share_supermarket",2,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.740; share_change_korean=+0.382; share_change_western=+0.198,amount_growth=-0.951; count_growth=-0.454; share_western=-0.226,0.9933333333333333,1.0,0.05555555555555555,0.6888888888888889,0.5,0.7155555555555555,0.16,0.23555555555555555,0.9955555555555555,0.31777777777777777,0.0,0.4111111111111111,0.88,0.011111111111111112,0.8,0.1711111111111111,0.03333333333333333,0.20666666666666667,0.3244444444444444,매출 전분기 대비 +27.1%; 건수 +35.7%; 건당금액 -6.3%; 최대 업종 한식
82,전라남도 나주시,8105,15058530000.0,770267.0,19549.753527023746,0.4631448089554558,0.03600351428725115,0.014630246113000405,0.12213343533532157,0.0243410213347518,0.1866649666335293,0.15308200734068997,0.28980038329092256,0.09807752046517537,0.12855169099537456,-0.027002901837239968,0.018694287791700848,-0.002695464969745952,0.0019333057168663664,0.0006564133555847645,-0.0012125556409962567,-0.01975729924384445,0.0023813129904346753,2026,2,20262,,,0,42.84780836898029,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.377; share_change_korean=+0.158; share_bakery=+0.148,amount_growth=-0.302; count_growth=-0.157; share_western=-0.141,0.86,0.8866666666666667,0.22,0.08222222222222222,0.5,0.1688888888888889,0.5866666666666667,0.10222222222222223,0.96,0.02666666666666667,0.5088888888888888,0.44666666666666666,0.7333333333333333,0.08222222222222222,0.8355555555555556,0.68,0.36,0.20222222222222222,0.5644444444444444,매출 전분기 대비 +9.8%; 건수 +12.9%; 건당금액 -2.7%; 최대 업종 한식
83,제주특별자치도 제주시,8105,178552190000.0,9053568.0,19721.748375888932,0.4460421908014682,0.026606506478581978,0.0367996606482396,0.11518906600921557,0.041565270075936904,0.18186867380344088,0.1519286321831169,0.27217047357840995,0.10811969010514311,0.17195332933343432,-0.054467731462137126,0.007651586597851701,-0.000559501158196047,0.0012001929363598465,2.677361542215151e-05,-0.0024936614329901935,-0.013500640488961851,0.007675249930514383,2026,2,20262,,,0,42.79648435111103,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.652; concentration=+0.108; share_chinese=+0.052,amount_growth=-0.340; share_change_convenience=-0.263; count_growth=-0.213,0.8688888888888889,0.96,0.08888888888888889,0.03111111111111111,0.5,0.1,0.44222222222222224,0.68,0.96,0.5933333333333334,0.4688888888888889,0.43333333333333335,0.6111111111111112,0.42,0.76,0.5444444444444444,0.20666666666666667,0.2511111111111111,0.7666666666666667,매출 전분기 대비 +10.8%; 건수 +17.2%; 건당금액 -5.4%; 최대 업종 한식
84,충청북도 충주시,8105,30268290000.0,1562217.0,19375.214838911623,0.45509244162785545,0.031644668397190594,0.016387447060934066,0.07457210169454567,0.029219357948532938,0.22482274353787413,0.16826123973306717,0.29365094392441765,0.0883348506879873,0.14869403835605155,-0.05254592228444677,0.016443548865277602,-0.0014167636116575247,0.00010572823610007637,0.0015172281096047374,-0.0021974342055209907,-0.023769927998709944,0.009317620604906068,2026,2,20262,,,0,42.669279433111214,,0,탐색용: 검증 적중률이 무작위 기준을 넘지 못함,ticket_growth=+0.633; share_change_korean=+0.131; share_bakery=+0.102,share_change_convenience=-0.313; amount_growth=-0.266; count_growth=-0.183,0.8244444444444444,0.9266666666666666,0.09333333333333334,0.09555555555555556,0.5,0.14444444444444443,0.5533333333333333,0.18888888888888888,0.8444444444444444,0.16666666666666666,0.7066666666666667,0.6555555555555556,0.72,0.24666666666666667,0.5666666666666667,0.7955555555555556,0.23777777777777778,0.1688888888888889,0.8111111111111111,매출 전분기 대비 +8.8%; 건수 +14.9%; 건당금액 -5.3%; 최대 업종 한식
