quarter,admin,name,amount,count,cafe_amount,common_amount,western_amount,bakery_amount,known_age_amount,young_amount,weekend_amount,stores,openings,closures,population,cafe_share,young_share,weekend_share,opening_rate,closure_rate,western_share_common,bakery_share_common
20234,11140680,중림동,10955253404,406265,715570494,8531462979,135803239,10846540,8050585860,3446078678,1689945449,183,4,3,1968500,0.06531756661500224,0.42805315512776854,0.1542589100114256,0.02185792349726776,0.01639344262295082,0.01591793099662702,0.001271357565132558
20241,11140680,중림동,11252890379,380917,656275126,9037907180,96887744,14467181,8525131794,3448719805,1956455068,185,10,8,2051349,0.05832058288106425,0.40453565860732077,0.17386244796724507,0.05405405405405406,0.043243243243243246,0.010720152582934581,0.0016007224584043583
20242,11140680,중림동,13294969594,404383,815904117,10811919429,112560615,20716473,10226600980,4282420054,2207413409,187,9,12,1892478,0.061369385708728234,0.41875302090841915,0.16603373128406418,0.0481283422459893,0.06417112299465241,0.01041078929039067,0.0019160772641751065
20243,11140680,중림동,12516825751,386540,818401909,10039467955,94057227,9464071,9294271545,4073143738,1759470458,185,9,10,1801410,0.06538414173694283,0.43824238599863286,0.14056842309716036,0.04864864864864865,0.05405405405405406,0.009368746174756828,0.0009426865091278634
20244,11140680,중림동,13445200228,382002,829356557,10958025653,114699072,9835042,9544980990,4181583572,2043836093,188,6,3,1816944,0.06168421019665011,0.4380923939378113,0.15201232100237935,0.031914893617021274,0.015957446808510637,0.010467129356336067,0.0008975195269147267
20251,11140680,중림동,12497803623,334088,682432124,10339109052,68512993,7563233,8842268271,3385169597,1947332889,186,3,8,1994734,0.05460416442646804,0.38283950376198667,0.15581400922449107,0.016129032258064516,0.043010752688172046,0.006626585777886425,0.0007315168997600393
20252,11140680,중림동,13143569407,382542,822359616,10624051546,64598802,13698019,9450539729,3973094040,1780691481,191,9,3,1968294,0.06256744956678419,0.4204092204181876,0.13548005308600872,0.04712041884816754,0.015706806282722512,0.006080430024299131,0.0012893404122420096
20253,11140680,중림동,10621058435,394569,863167838,8256693120,52971212,8897820,7934675619,3001134954,1571096158,190,2,4,2045404,0.08126947453330718,0.37823032699832415,0.1479227487180283,0.010526315789473684,0.021052631578947368,0.006415548117161947,0.0010776493531589558
20254,11140680,중림동,10887652647,382268,797434025,8524625919,35677692,14092807,8034824734,3086708457,1772987552,187,5,9,1945691,0.07324205233712394,0.3841662462080035,0.16284387548757184,0.026737967914438502,0.0481283422459893,0.004185250161004748,0.0016531877332692608
20211,11170510,후암동,5877326535,278344,678238999,4479035395,452743119,404005714,4260731626,1982866228,1448628543,193,2,8,4860459,0.1153992372145782,0.46538162974172737,0.24647746460457637,0.010362694300518135,0.04145077720207254,0.10108049592673514,0.09019926800556127
20212,11170510,후암동,7503806133,342125,913715237,5764569054,680406733,426519348,5353600513,2600995323,1786063541,197,11,8,4831927,0.12176690346272302,0.4858403828758001,0.2380210135154354,0.05583756345177665,0.04060913705583756,0.11803254096294845,0.07398980635057893
20213,11170510,후암동,5911353818,322070,805797707,4356423335,509683887,468820701,4419076449,2139188864,1398919027,200,6,3,4449940,0.13631356400057731,0.4840805287457927,0.23664951719525038,0.03,0.015,0.11699595007334153,0.10761596496682066
20214,11170510,후암동,7993004468,347321,844733075,6198321138,673693041,529192600,5402805682,2595290539,1819371047,200,7,7,4353300,0.10568404889324028,0.4803597781882987,0.22762042161791018,0.035,0.035,0.10868959932872713,0.08537676383943435
20221,11170510,후암동,6767409542,319938,923054413,5109448435,749927540,470712505,4839793378,2314932270,1706105390,206,7,1,4393223,0.13639700793506374,0.47831221070776875,0.2521061241249761,0.03398058252427184,0.0048543689320388345,0.14677269954677602,0.09212589401540755
20222,11170510,후암동,9246511937,400990,1124214131,7169908579,1169987145,474909741,6354887389,2896784831,2139152938,205,7,7,4364116,0.12158251010323656,0.45583574557342954,0.23134701523935317,0.03414634146341464,0.03414634146341464,0.1631802040582197,0.06623651274870739
20223,11170510,후암동,8273629937,384548,1097580645,6229676241,966394265,457071621,6104282560,2864239931,1850565258,204,3,5,4303739,0.13266010848413415,0.46921811086674203,0.22367029612047296,0.014705882352941176,0.024509803921568627,0.15512752631344973,0.07337004417530212
20224,11170510,후암동,9064940553,357463,1029674378,7096268993,1047640606,437409411,6299758102,2905445834,2040915334,209,10,5,4426506,0.11358865201374477,0.46119958686629586,0.22514381887750698,0.04784688995215311,0.023923444976076555,0.1476325949641182,0.06163935040110168
20231,11170510,후암동,8440904191,350326,986602132,6626472283,791482049,427710271,5986342330,2690461419,1721323489,208,9,9,4409716,0.11688346528704249,0.44943327171869235,0.2039264337149257,0.04326923076923077,0.04326923076923077,0.11944244466705484,0.06454569682533448
20232,11170510,후암동,9059941862,386936,1133770221,7020060101,940023598,445883579,6389684081,2784309279,1969502618,211,15,11,4084302,0.12514100402292405,0.43575069498025154,0.21738578988687113,0.07109004739336493,0.052132701421800945,0.1339053490248744,0.06351563556222038
20233,11170510,후암동,8299390704,372732,1106472839,6359053491,816191070,423960579,5997862210,2644616041,1896718077,212,11,7,4057383,0.13331976749410301,0.4409264415229039,0.2285370269513703,0.05188679245283019,0.0330188679245283,0.12835103072417292,0.06667039042839214
20234,11170510,후암동,9469264763,379554,1249414444,7408489487,873689640,469840890,6550460165,2905240953,2142931856,210,4,8,4134549,0.13194418735464394,0.44351707816240116,0.22630393273754953,0.01904761904761905,0.0380952380952381,0.11793087397007194,0.06341925581786279
20241,11170510,후암동,8647644406,366071,1092974873,6758363077,779690310,408645835,6398881425,2824768404,2054807664,218,17,9,4105166,0.1263898955236481,0.44144721809718485,0.23761472691618907,0.0779816513761468,0.04128440366972477,0.11536673912258946,0.060465208859627535
20242,11170510,후암동,9657878171,417885,1300422722,7253823889,947785555,386282397,7151689762,3146564977,2287381605,218,8,7,3909989,0.13464890517099484,0.4399750383075971,0.23684100839751626,0.03669724770642202,0.03211009174311927,0.13066012761038512,0.05325224363191043
20243,11170510,후암동,8516299218,360652,1146511740,6353250342,666490278,381956188,6301895975,2716041651,2110655058,219,15,10,3897620,0.1346255821515453,0.4309880172212776,0.24783711844446846,0.0684931506849315,0.045662100456621,0.10490540150668598,0.060119807569200934
20244,11170510,후암동,9367124594,360006,1024059815,7318033986,733310478,431315330,6771285001,2876953659,2120947351,213,4,12,3920900,0.1093248845708692,0.42487558248916185,0.22642459056843842,0.018779342723004695,0.056338028169014086,0.10020594047566371,0.05893868911037331
20251,11170510,후암동,8555420730,319382,874253116,6770963041,677813108,365466064,6270533718,2651727873,2127914460,214,3,1,3950206,0.10218703949116012,0.42288710853878864,0.2487211941007605,0.014018691588785047,0.004672897196261682,0.10010586439412822,0.05397549237634363
20252,11170510,후암동,9677305433,359891,991854059,7559516781,995000789,381827845,6974775957,3007800778,2186612555,213,7,8,3887531,0.10249279263396377,0.43123976978519596,0.22595262391363236,0.03286384976525822,0.03755868544600939,0.13162227399254184,0.05050955716636301
20253,11170510,후암동,8720596417,339781,908464490,6861887611,875053797,398717465,6429151858,2758682661,2109779064,220,13,5,3906574,0.10417458239771675,0.42908967184641666,0.2419305931744737,0.05909090909090909,0.022727272727272728,0.12752377284600794,0.05810609086060124
20254,11170510,후암동,9414720351,323635,871129126,7637978226,945141894,458588724,6457057121,2706730733,2120085305,219,8,9,3909430,0.09252841226531722,0.419189528956933,0.22518834611745123,0.0365296803652968,0.0410958904109589,0.12374241795855048,0.060040590642029414
20211,11170520,용산2가동,4419343895,173054,531964961,2821127394,1512723039,191988608,4180696527,2958949654,1986968318,215,9,13,5020584,0.1203719315896325,0.7077647552005633,0.44960708313467873,0.04186046511627907,0.06046511627906977,0.536212239907093,0.0680538597471079
20212,11170520,용산2가동,6091912860,236980,707527077,3856318154,2049171274,213860613,5738838214,4076085843,2730984961,218,12,8,5071107,0.11614202193299265,0.7102632433610543,0.4482967868650702,0.05504587155963303,0.03669724770642202,0.531380242025539,0.05545720152217503
20213,11170520,용산2가동,5010318964,210648,631475226,3118315194,1635111066,202474578,4780533058,3420610465,2219133551,228,19,10,4992116,0.1260349352081689,0.7155290892248444,0.4429126303025525,0.08333333333333333,0.043859649122807015,0.5243572135190642,0.06493076081262875
