quarter,amount,count,cafe_amount,common_amount,western_amount,bakery_amount,known_age_amount,young_amount,weekend_amount,stores,openings,closures,population,cafe_share,young_share,weekend_share,opening_rate,closure_rate,western_share_common,bakery_share_common,group,side,amount_index,amount_yoy,count_index,count_yoy,stores_index,stores_yoy,population_index,population_yoy
20252,153345713585,6921067,16469425309,99054339467,8403468681,6211349788,139299891670,87326273148,49988142748,2844,131,169,32131498,0.10740062388422059,0.6268940492421562,0.32598330647365253,0.04606188466947961,0.05942334739803094,0.08483695642430304,0.06270648839235675,연남,comparison,126.76241580865745,-0.06583941937513527,110.68268252980485,-0.05242343680132133,105.6267409470752,-0.03100511073253831,96.98531520474647,-0.04793451422271522
20253,146623043077,6539671,15948565561,95592832051,7676087576,6375736565,132786489347,82545910529,48304837117,2806,142,196,31601472,0.10877257234815753,0.6216438956623784,0.32944915139724945,0.05060584461867427,0.0698503207412687,0.08029982386027343,0.06669680590275287,연남,comparison,121.20515610861813,-0.019345819088134042,104.58334374488376,-0.013280047775339976,104.21541318477252,-0.03805279396640382,95.38549129747919,-0.032376935561694076
20254,153978434684,6602192,15346780135,102171425938,7991163210,6622716816,138481132346,85924384111,49553201103,2810,131,136,31757440,0.09966837347382577,0.6204771917687306,0.32181909891924043,0.04661921708185053,0.048398576512455514,0.07821328846725917,0.06481965730828518,연남,comparison,127.28545132864211,-0.040122550392409306,105.58318842120981,-0.048130579653164585,104.36397400185702,-0.026671285071008022,95.85626317502607,-0.04938578516631931
20211,29247731997,1196376,3327153809,20484409447,843037244,380595048,18225505875,9673287589,4900668536,751,40,24,5208918,0.11375766877723281,0.530755505791962,0.16755721559889403,0.05326231691078562,0.03195739014647137,0.041155067036773435,0.018579742266172053,용리단길,case,86.46577137041234,,84.57226756518845,,96.15877080665813,,102.4550506793163,
20212,35031804385,1475419,4170597188,24360325200,1250458197,402588677,22663417087,12617319255,6124357104,766,58,43,5331045,0.11905173773423375,0.5567262521165637,0.174822770665571,0.07571801566579635,0.05613577023498695,0.051331753034232895,0.016526408153204785,용리단길,case,103.56536325473424,,104.29792175600545,,98.07938540332907,,104.85718639623732,
20213,30383511037,1431321,4302023164,20380349771,1315833358,380223357,20351723969,11440793158,5822261806,790,53,23,4896227,0.1415907186882103,0.5621535146323112,0.1916257077369975,0.0670886075949367,0.02911392405063291,0.06456382607683951,0.01865637053692939,용리단길,case,89.82350217873689,,101.18061761826809,,101.15236875800257,,96.30468082285742,
20214,40640120683,1555363,4392714775,29379687068,1636656782,414675794,26973106949,15638105547,7806743223,817,59,32,4900213,0.10808813313483831,0.5797665643994255,0.19209448918456598,0.07221542227662178,0.03916768665850673,0.05570708694792828,0.014114370688844398,용리단길,case,120.14536319611653,,109.949193060538,,104.60947503201024,,96.38308210158895,
20221,34018983389,1354855,4105976371,24363678836,1335407129,394707972,23018803361,13320880210,6884303028,839,37,15,4882699,0.12069662176700033,0.5786955994667007,0.202366512522712,0.04410011918951132,0.017878426698450536,0.05481139108707959,0.01620067210115969,용리단길,case,100.5711362600301,0.1631323547579484,95.77520743648603,0.1324658802918146,107.42637644046094,0.11717709720372826,96.03859640271685,-0.06262701774149637
20222,46386812420,1704454,5233905545,33365791671,1915540133,471174112,32465127033,18890870357,10021506570,874,51,11,5156556,0.1128317569573581,0.5818819171044024,0.216042147480674,0.05835240274599542,0.012585812356979404,0.057410300702227864,0.014121472574245038,용리단길,case,137.1344457656179,0.3241342612618039,120.48849169538316,0.15523386915852377,111.9078104993598,0.14099216710182771,101.42513403181476,-0.032730731029282256
20223,44030180546,1610034,4877402247,32282968269,2179530100,447505279,31211459656,18400120010,9221820130,878,42,36,5518392,0.11077406875278181,0.5895309034822027,0.20944315957018653,0.04783599088838269,0.04100227790432802,0.06751331172025196,0.01386196198785478,용리단길,case,130.16747845196736,0.44914721976606176,113.81390652859187,0.1248587842978619,112.41997439180538,0.11139240506329107,108.54214484242863,0.12707029310528295
20224,49575424449,1594057,4689334403,37573927857,2427552998,423476064,34624713701,20578009726,11462195675,924,82,27,5594717,0.09458989923170673,0.5943156643460039,0.2312072120893603,0.08874458874458875,0.02922077922077922,0.06460737901128823,0.011270476315696302,용리단길,case,146.56101595973553,0.21986410512156018,112.68448641410528,0.02487779380118993,118.30985915492958,0.13096695226438193,110.04339361292162,0.14172934931603987
20231,49880742249,1559436,4482062637,38388976638,3014527608,340603174,35014569633,20375060602,10836579686,938,47,32,5706896,0.08985557220912958,0.5819023570918668,0.21724976809496555,0.050106609808102345,0.03411513859275053,0.07852586528748508,0.008872421299786564,용리단길,case,147.46363429242624,0.4662619890378288,110.23711495615694,0.1509984463282048,120.10243277848912,0.11799761620977356,112.24986050876352,0.1687994693099042
20232,50743003001,1629147,4881867194,38866972421,2576227123,370384280,36136620635,20994952079,11719859500,963,66,42,5646370,0.0962076918053863,0.580988252638804,0.2309650357068744,0.06853582554517133,0.04361370716510903,0.0662831952819678,0.009529537726480587,용리단길,case,150.01275642783693,0.09391010836350966,115.1650116577264,-0.044182477203843606,123.30345710627401,0.10183066361556059,111.0593648247431,0.09498859316179242
20233,51174937303,1632578,4882274758,38908932971,2463010521,320396136,36257198841,21702424160,12518976322,985,62,31,5676788,0.09540362949724199,0.5985686940453514,0.24463100458485773,0.06294416243654823,0.03147208121827411,0.06330192922113172,0.008234513556020694,용리단길,case,151.28969416125165,0.16226953122610066,115.40755033287213,0.014002188773653224,126.12035851472471,0.12186788154897488,111.6576613868244,0.028703288929093906
20234,55222612573,1626214,4591659883,42578294950,2407911759,382044182,39096456247,23597916438,13379531746,1017,60,32,5813521,0.08314818276535146,0.6035819791163488,0.2422835704904997,0.058997050147492625,0.03146509341199607,0.056552564207365,0.008972744973668796,용리단길,case,163.2559336123445,0.1139110393257341,114.95767678911595,0.02017305529225122,130.21766965428938,0.10064935064935066,114.34708488025144,0.03910903804428356
20241,53205151867,1603472,4701330948,41074072315,2374141261,326810176,38525177666,22678555491,13027687361,1026,51,39,5884324,0.08836232550848064,0.5886684206265121,0.24485762945599826,0.049707602339181284,0.038011695906432746,0.057801457883029976,0.007956605166725845,용리단길,case,157.29166615489927,0.06664715615908157,113.35003629067104,0.028238414401104084,131.37003841229193,0.09381663113006389,115.7397205395664,0.03109010572472326
20242,55383754751,1729071,5836586647,41444498597,2521812238,323700391,40589108773,24046315242,13792958940,1049,47,29,5658829,0.10538445205170231,0.5924326985468497,0.24904340635646333,0.044804575786463297,0.027645376549094377,0.06084793696074643,0.007810454993016404,용리단길,case,163.73232209684332,0.09145599344817135,122.22867664614466,0.06133516496669733,134.31498079385403,0.08930425752855653,111.30442291097398,0.002206550403179408
20243,53489061720,1694258,5692465735,40251935505,2384143761,271846691,39164329343,23626436587,13454939602,1055,44,39,5596273,0.10642298727912702,0.6032641687817604,0.25154562763566085,0.04170616113744076,0.03696682464454976,0.05923053714283745,0.006753630293535371,용리단길,case,158.13099566057934,0.04521987791207982,119.7677326362791,0.03778073696938211,135.0832266325224,0.07106598984771573,110.07399882860307,-0.014183196554107713
20244,61040621023,1775403,5770098086,47156025642,2639021112,397991561,43872671313,26872818355,15367451333,1065,45,38,5725220,0.09452882341786524,0.6125183981454364,0.251757781546973,0.04225352112676056,0.03568075117370892,0.055963603295048014,0.00843988770430909,용리단길,case,180.45585149043592,0.10535554510951561,125.50390308066885,0.09174007848905497,136.36363636363637,0.0471976401179941,112.61027822865233,-0.015188901872032479
20251,56251696686,1612313,5372479018,43427297630,2568898286,359747208,40806074866,24692884658,15564156336,1067,36,36,5623799,0.09550785726499002,0.6051276614839116,0.27668776682203844,0.033739456419868794,0.033739456419868794,0.05915399820377909,0.008283895789810397,용리단길,case,166.29823964977362,0.05726033498815353,113.9750098922343,0.005513660357025163,136.61971830985917,0.0399610136452242,110.61541217490625,-0.04427441452917957
20252,59586417859,1770946,5911386118,46018783597,3068156496,347807333,43439598019,25859381574,15974355251,1063,42,45,5518689,0.09920693893679225,0.5952951397637103,0.2680871887415735,0.03951081843838194,0.04233301975540922,0.06667182954831548,0.0075579427749731705,용리단길,case,176.15675580953146,0.07588259638398953,125.18883608121547,0.02421820734949587,136.10755441741358,0.013346043851286904,108.54798658346807,-0.024764840923802378
20253,62510041093,1932231,5668824727,49850820759,3447262524,393322791,46215064876,28252130389,16748911356,1073,43,39,5890768,0.09068662614644811,0.6113186352719294,0.26793953520333835,0.04007455731593663,0.036346691519105315,0.06915157005469436,0.007889996293170158,용리단길,case,184.79993327540126,0.16865091820496425,136.59013314355323,0.14045853701148237,137.38796414852752,0.017061611374407537,115.86646861787702,0.05262341561964545
20254,66860765888,1801821,5004165962,54670117203,2829000066,391623871,49430608903,30390674123,17834234982,1082,41,38,5774895,0.07484458030861617,0.6148148848952487,0.2667369232933188,0.03789279112754159,0.03512014787430684,0.05174673497580795,0.007163399148127486,용리단길,case,197.66208530341632,0.09534871643601028,127.37140139602886,0.014880001892528139,138.5403329065301,0.015962441314554043,113.58734383853428,0.008676522474245552
20211,186727841262,9544688,17185898607,137848549368,5710005748,5099050816,138689338676,75939386250,34480252625,3611,227,175,25411359,0.09203715145448646,0.5475502801798362,0.18465512369213521,0.0628634727222376,0.048463029631680976,0.041422312923704324,0.03699023921091539,용리단길,comparison,91.25278385023908,,89.90312092237872,,97.53528259841988,,99.82681602240778,
20212,214962688187,11114705,21064347689,159650250443,6424497774,5020069936,162613495159,90648647251,40788255409,3683,306,227,25868000,0.09799071581518247,0.5574484895141433,0.18974574496164445,0.08308444203095303,0.06163453706217757,0.040241075451953275,0.031444172007687,용리단길,comparison,105.05098537218826,,104.69139144533246,,99.48004591802282,,101.62069950165375,
20213,180342267167,10433997,21920435213,130586018079,5485226265,4848482281,138862341440,77903767320,35184683299,3711,254,217,24980364,0.12154907198045428,0.5610143579039452,0.195099484173715,0.0684451630288332,0.05847480463486931,0.04200469809625123,0.03712864786233727,용리단길,comparison,88.13219182329478,,98.27968122108724,,100.23634276453508,,98.13368113058331,
20214,236475235176,11373158,23003093945,176031696156,7164595110,5547544407,175873620538,101777580926,46516122109,3804,338,201,25562052,0.09727485386738119,0.5786972521214999,0.1967061035984581,0.08885383806519453,0.0528391167192429,0.04070059691778864,0.031514463179879514,용리단길,comparison,115.56403895427788,,107.1258064112016,,102.74832871902221,,100.41880334535516,
20221,193918533027,9611727,20038446012,146376559989,5905195387,5411812199,145829134686,79935031339,38328592550,3841,212,168,25522447,0.1033343523138656,0.5481417105787296,0.1976530657060167,0.05519395990627441,0.04373860973704764,0.04034249327517853,0.03697184986043319,용리단길,comparison,94.76683208713034,0.0385089428357428,90.53457323632709,0.007023697369678228,103.74772098048484,0.06369426751592355,100.26321776456952,0.00437158831214024
20222,262094916261,11785391,24438329604,192607370008,8451702218,5845768747,198536890411,112120807210,55703111440,3925,276,168,26369276,0.09324228776594722,0.5647353848339911,0.21253030098656928,0.07031847133757962,0.04280254777070064,0.043880471539842716,0.030350701256951874,용리단길,comparison,128.0842245064756,0.21925771617164935,111.00870266168091,0.060342222308194415,106.01661152002161,0.06570730382840084,103.58992857863655,0.019378227926395653
20223,263846013037,11922051,25474350269,193016413106,8909455939,5559320853,199877501533,113263261914,53651384158,3927,274,290,25883071,0.09655006712353711,0.5666633865507875,0.20334354701989107,0.06977336389101095,0.07384772090654444,0.04615905868122801,0.028802321852012418,용리단길,comparison,128.93997507115424,0.4630292564342342,112.2959276087145,0.14261591219548952,106.0706327233439,0.058205335489086574,101.67990491228423,0.03613666318072872
20224,277856046339,11595235,23780891732,207779179958,10184308889,5375940157,207979321317,117570104765,61202108461,4057,406,226,26218370,0.08558709463167836,0.5652970882898537,0.2202655269424297,0.10007394626571359,0.0557061868375647,0.04901505959865003,0.025873334171819716,용리단길,comparison,135.78659490032177,0.17499004127092532,109.21758933643488,0.019526414738984643,109.58201093929367,0.06650893796004209,102.99710449950416,0.025675481764922514
20231,265694186148,11162414,23136834113,197550184692,9622021249,4504686527,201744701367,109892938419,53378965885,4057,250,254,26559323,0.08708069396788402,0.5447128855150964,0.20090377835842535,0.06162188809465122,0.06260783830416564,0.04870671856876099,0.02280274520635476,용리단길,comparison,129.84316626254852,0.37013302442323237,105.14077103700541,0.16133281771319563,109.58201093929367,0.056235355376204055,104.3365154457384,0.040626041852491745
20232,261181993179,11572229,24987101559,192953050775,9525973741,4541678574,198630468485,107533654994,54875444663,4091,301,252,25908307,0.09566931186513764,0.5413754285240516,0.21010424185480253,0.07357614275238328,0.06159863114153019,0.04936938650484522,0.02353773913269706,용리단길,comparison,127.63808443378687,-0.003483177373386659,109.00089171363776,-0.018086968858309405,110.50037139577285,0.04229299363057315,101.77904284226041,-0.017481291484832573
20233,260282119594,11630112,25155358465,192060083723,8991242090,5036963475,197238417763,105883343758,56870034028,4086,300,307,25775545,0.09664650996479698,0.536829208826997,0.21849381784929556,0.07342143906020558,0.07513460597161038,0.04681473586655144,0.026225977711561325,용리단길,comparison,127.19832157255757,-0.013507475068422647,109.54610202835417,-0.024487313466449723,110.36531838746708,0.04048892284186412,101.25749624773286,-0.004154298382908261
20234,274652999858,11289829,22784123745,205165733951,9043510959,5375429201,203834869692,110403041840,60739326494,4138,304,280,25532682,0.08295603454824726,0.5416298104775792,0.22114932851781413,0.07346544224262928,0.06766553890768487,0.04407905152992007,0.0262004239084282,용리단길,comparison,134.22128516280463,-0.011527719202813813,106.34091567791194,-0.026338922842012225,111.76986967384698,0.01996549174266704,100.30342527421075,-0.026152960691301574
20241,262083123201,10774493,21599205746,195729481898,8084395349,5091616238,198417881199,105240979350,55777325458,4153,292,271,25367418,0.08241356971862271,0.5304006811989402,0.21282303406931918,0.07031061882976161,0.06525403322899109,0.04130392248835053,0.02601353760622215,용리단길,comparison,128.07846130829455,-0.013591049918527442,101.48687385657058,-0.0347524289996769,112.17502869876427,0.023662805028346057,99.65419675702962,-0.04487708515763
20242,265545748644,11491033,23446447897,196269696480,9027213927,5215567811,199880748308,105741898768,55570090400,4199,316,269,24414925,0.08829532393844924,0.5290249294297233,0.20926748284906352,0.07525601333650869,0.06406287211240771,0.04599392615823339,0.026573474685795264,용리단길,comparison,129.77062573845615,0.01670771944070948,108.23609208829501,-0.007016452923632954,113.41751637517726,0.026399413346370082,95.91239202027268,-0.05764104925883429
20243,264059098765,11455786,23616507662,194512965944,8809469697,5004905475,196785505638,103914572163,54590766564,4199,288,315,24286517,0.0894364472667445,0.5280600917536973,0.2067369267687427,0.06858775899023577,0.07501786139557037,0.045289884169141884,0.025730446557690682,용리단길,comparison,129.04410879726245,0.014511097331201706,107.9040943002949,-0.014989193569245107,113.41751637517726,0.027655408712677465,95.40794982212793,-0.05776902098481329
20244,279761939498,11298769,23225991339,210599621539,9049379739,5537972795,205491210470,107886015520,58005508544,4170,246,277,24519876,0.08302055447812635,0.5250152319081816,0.2073388133070713,0.058992805755395686,0.06642685851318945,0.04296959164916726,0.026296214373654266,용리단길,comparison,136.71799353538577,0.01860143396446201,106.425123134567,0.0007918631894248129,112.63420892700385,0.007733204446592534,96.32468497038084,-0.03966704320368697
20251,261127933375,10476420,21469125632,196562797775,7338763447,5624462368,194819409699,98753018273,57920406817,4110,178,258,24632569,0.08221688639173147,0.5068951724346945,0.22180854444944348,0.04330900243309002,0.06277372262773723,0.03733546495100502,0.028614073627697172,용리단길,comparison,127.61166572955905,-0.003644606391795202,98.6792710346977,-0.02766468918769538,111.01357282733473,-0.01035396099205399,96.76739184717611,-0.02896822215016126
20252,266646014711,11160410,23692638120,197493355990,7170333478,6080895923,198385127578,98892341404,56102248777,4139,256,244,24427939,0.08885427425449761,0.4984866688916388,0.21039972728565068,0.06185068857211887,0.0589514375453008,0.03630670734241342,0.030790382251177622,용리단길,comparison,130.30831921207601,0.004143414355599617,105.12189500309749,-0.028772260944686212,111.79688027550813,-0.014289116456299156,95.96351664464699,0.0005330346089533755
20253,272764477133,11669501,25152835336,206657474966,7579269436,6231142997,202035201249,101713705019,57078962966,4124,234,270,24914498,0.09221448335347375,0.5034454609404531,0.20926098429660359,0.056741028128031036,0.06547041707080505,0.03667551554690663,0.030152032961910373,용리단길,comparison,133.29837535537595,0.03296753798189456,109.91711405410207,0.01865563829491923,111.39172125059086,-0.017861395570373917,97.87493097620818,0.025857186520405584
20254,278839582195,10973093,23123738852,213792407106,7442528533,7443964707,203467985084,101429118889,58857165461,4127,210,225,24643440,0.08292846614520083,0.4985016136426862,0.2110789472487432,0.05088441967530894,0.05451902108068815,0.034811940394636816,0.03481865800458116,용리단길,comparison,136.26724301508577,-0.0032969363332805424,103.35752272588768,-0.028824024988916896,111.47275305557432,-0.010311750599520386,96.810097840074,0.005039340329453523
