quarter,amount,count,cafe_amount,common_amount,western_amount,bakery_amount,known_age_amount,young_amount,weekend_amount,stores,openings,closures,population,cafe_share,young_share,weekend_share,opening_rate,closure_rate,western_share_common,bakery_share_common,group,side,amount_index,amount_yoy,count_index,count_yoy,stores_index,stores_yoy,population_index,population_yoy
20233,94714980170,4683678,14164195371,66416155263,4034314158,3433133680,73443478058,41029765617,22653031151,2080,138,102,18985505,0.14954546097752722,0.558657714774862,0.23917052097082225,0.06634615384615385,0.04903846153846154,0.060742964449306054,0.05169124389096603,성수,case,129.26177123016095,0.025826566378304383,108.70520106245519,-0.024237815675767993,122.28101116990005,0.10933333333333328,94.95638699382677,-0.023800534203684887
20234,101493221097,4717166,14058550272,73556220853,4279117627,3577691939,78642254407,45015442402,25466684988,2116,117,78,19437960,0.13851713562784493,0.5724078326777106,0.2509200586279625,0.055293005671077505,0.036862003780718335,0.05817478898965859,0.04863887646090349,성수,case,138.51233989919504,0.030634942412612443,109.48243634062322,0.004101195023562765,124.39741328630218,0.0692268822637696,97.2193498213782,0.003119854697495983
20241,98955492115,4628039,13942858273,70814479476,3611826923,3394074622,77564752066,43604594545,24131645703,2133,118,103,19562612,0.1409002974468205,0.5621702304662402,0.24386363189377788,0.05532114392873887,0.048288795124238164,0.05100407359802874,0.04792910499540279,성수,case,135.04898761292878,0.06985969398251801,107.41385509846835,0.03245076045559525,125.39682539682539,0.05961251862891204,97.84279931885297,-0.002460269462940423
20242,104548277833,5018313,15581147178,73731528873,3568797896,3395376023,81788947017,46102162295,25608639267,2149,117,102,19518726,0.14903303527283843,0.5636722806251262,0.24494558684080778,0.05444392740809679,0.04746393671475105,0.04840260266604712,0.046050530551840545,성수,case,142.68171251792126,0.07811230354001442,116.47186754924927,0.0688400379800056,126.33744855967078,0.05239960822722822,97.62330260282613,0.007129830088378419
20243,97097007651,4673046,15070849020,68061937871,2980773247,2316540947,74528553532,41607359251,22161401045,2145,87,96,19033200,0.15521435093210914,0.558274074554999,0.228239794213388,0.04055944055944056,0.044755244755244755,0.04379500996062669,0.03403577710923564,성수,case,132.51263071152633,0.02514942701486711,108.45843907375827,-0.0022700108760679294,126.10229276895943,0.03125,95.19493450034138,0.0025121796865557044
20244,103113925745,4665875,15318325527,73477034196,4087444144,2311644818,78799277294,43858655035,24175961972,2145,92,102,19554992,0.14855729152318484,0.5565870213677648,0.23445874839240416,0.042890442890442894,0.04755244755244755,0.055628866743542504,0.03146078013755546,성수,case,140.7241880468209,0.01596859997625888,108.29200470384238,-0.01087326585496462,126.10229276895943,0.013705103969754218,97.804687734837,0.006020796421023711
20251,92386697707,4207168,14109379008,65373330617,3006597098,2038909716,70690239423,38297966092,22345037848,2133,77,88,19330308,0.15272089335574285,0.5417716279447096,0.24186423373272006,0.03609939052977028,0.04125644631973746,0.04599118737906479,0.03118870794491526,성수,case,126.0842599795507,-0.06638130201369874,97.6457056491773,-0.09093938058862516,125.39682539682539,0.0,96.68092616750862,-0.011874896869600082
20252,99721933521,4700474,15734465917,69645088157,3381968946,1876874583,76859257701,41494286006,23706467072,2114,92,109,19445942,0.15778340192016582,0.5398736241692863,0.23772570622096653,0.043519394512771994,0.051561021759697255,0.0485600497536319,0.026949130694888152,성수,case,136.09498449225956,-0.04616378587994874,109.0950255886171,-0.06333582620294909,124.2798353909465,-0.016286644951140072,97.25927195571094,-0.003728931898526522
20253,100481491581,4766140,15783496579,71439935686,3512362620,1727000179,75491792563,40963217638,22353942258,2122,100,95,19337055,0.15707864533715277,0.5426181608260932,0.22246825665381442,0.0471253534401508,0.044769085768143264,0.0491652545074773,0.024174156407288566,성수,case,137.13158736132547,0.03485672743041679,110.61909187433683,0.019921481620339243,124.7501469723692,-0.010722610722610715,96.71467142437945,0.015964472605762614
20254,104027425844,4566579,15496172851,75446815844,4940606537,1740908304,78723669787,42861576733,24280992049,2127,79,84,19415701,0.1489623791541101,0.5444560301745223,0.23340952495942643,0.03714151386929948,0.039492242595204514,0.06548462624606453,0.023074642508434606,성수,case,141.97088250427345,0.008859134131495194,105.98740740985728,-0.021281324510407984,125.04409171075838,-0.008391608391608352,97.10802098297778,-0.007123040500348954
20211,384613590565,22895143,52941268989,254556376308,15069298783,19497563481,303821241324,160934546838,81593972709,7521,357,319,106418857,0.1376479414344899,0.5297014327789437,0.21214531860181512,0.04746709214200239,0.042414572530248634,0.05919827663152673,0.07659428439305312,성수,comparison,90.1493374453524,,88.78362845545799,,99.1007016503607,,101.22410405319977,
